LOCATION CODE,COUNTY,AREA NAME,REGION,SCHOOL YEARS,NO. OVERWEIGHT,PCT OVERWEIGHT,NO. OBESE,PCT OBESE,NO. OVERWEIGHT OR OBESE,PCT OVERWEIGHT OR OBESE,GRADE LEVEL,AREA TYPE,STREET ADDRESS,CITY,STATE,ZIP CODE,LATITUDE,LONGITUDE,Location 1
000002,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2010-2012,247,15.1%,217,13.2%,464,28.3%,ELEMENTARY,COUNTY,,,,,,,"(42.226801, -78.020567)"
000002,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2010-2012,160,15.9%,193,19.1%,353,35%,MIDDLE/HIGH,COUNTY,,,,,,,"(42.226801, -78.020567)"
000003,BROOME,BROOME,NEW YORK - PENN,2010-2012,1516,16.1%,1743,18.6%,3259,34.7%,DISTRICT TOTAL,COUNTY,,,,,,,"(42.122015, -75.933191)"
000003,BROOME,BROOME,NEW YORK - PENN,2010-2012,860,16.2%,881,16.6%,1741,32.9%,ELEMENTARY,COUNTY,,,,,,,"(42.122015, -75.933191)"
000003,BROOME,BROOME,NEW YORK - PENN,2010-2012,651,16%,858,21.1%,1509,37.1%,MIDDLE/HIGH,COUNTY,,,,,,,"(42.122015, -75.933191)"
000004,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2010-2012,984,18.8%,1006,19.2%,1990,38%,DISTRICT TOTAL,COUNTY,,,,,,,"(42.224267, -78.606673)"
000004,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2010-2012,575,18.4%,565,18.1%,1140,36.5%,ELEMENTARY,COUNTY,,,,,,,"(42.224267, -78.606673)"
000004,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2010-2012,380,19.4%,416,21.3%,796,40.7%,MIDDLE/HIGH,COUNTY,,,,,,,"(42.224267, -78.606673)"
000005,CAYUGA,CAYUGA,CENTRAL NEW YORK,2010-2012,590,16.3%,782,21.7%,1372,38%,DISTRICT TOTAL,COUNTY,,,,,,,"(42.940095, -76.560755)"
000005,CAYUGA,CAYUGA,CENTRAL NEW YORK,2010-2012,368,16.3%,495,21.9%,863,38.2%,ELEMENTARY,COUNTY,,,,,,,"(42.940095, -76.560755)"
000005,CAYUGA,CAYUGA,CENTRAL NEW YORK,2010-2012,213,16%,294,22%,507,38%,MIDDLE/HIGH,COUNTY,,,,,,,"(42.940095, -76.560755)"
000006,CHAUTAUQUA,CHAUTAUQUA,WESTERN NEW YORK,2010-2012,1110,16.2%,1300,19%,2410,35.2%,DISTRICT TOTAL,COUNTY,,,,,,,"(42.246904, -79.315313)"
000006,CHAUTAUQUA,CHAUTAUQUA,WESTERN NEW YORK,2010-2012,668,15.6%,723,16.8%,1391,32.4%,ELEMENTARY,COUNTY,,,,,,,"(42.246904, -79.315313)"
000006,CHAUTAUQUA,CHAUTAUQUA,WESTERN NEW YORK,2010-2012,466,16.8%,622,22.5%,1088,39.3%,MIDDLE/HIGH,COUNTY,,,,,,,"(42.246904, -79.315313)"
000007,CHEMUNG,CHEMUNG,FINGER LAKES,2010-2012,553,18.2%,524,17.2%,1077,35.4%,DISTRICT TOTAL,COUNTY,,,,,,,"(42.116644, -76.812331)"
000007,CHEMUNG,CHEMUNG,FINGER LAKES,2010-2012,312,18.2%,320,18.7%,632,36.9%,ELEMENTARY,COUNTY,,,,,,,"(42.116644, -76.812331)"
000007,CHEMUNG,CHEMUNG,FINGER LAKES,2010-2012,241,17%,204,14.4%,445,31.4%,MIDDLE/HIGH,COUNTY,,,,,,,"(42.116644, -76.812331)"
000008,CHENANGO,CHENANGO,NEW YORK - PENN,2010-2012,481,18%,581,21.8%,1062,39.8%,DISTRICT TOTAL,COUNTY,,,,,,,"(42.481798, -75.570013)"
000008,CHENANGO,CHENANGO,NEW YORK - PENN,2010-2012,267,17.1%,324,20.8%,591,37.9%,ELEMENTARY,COUNTY,,,,,,,"(42.481798, -75.570013)"
000008,CHENANGO,CHENANGO,NEW YORK - PENN,2010-2012,196,19%,219,21.2%,415,40.3%,MIDDLE/HIGH,COUNTY,,,,,,,"(42.481798, -75.570013)"
000009,CLINTON,CLINTON,NORTHEASTERN NEW YORK,2010-2012,524,18.5%,584,20.6%,1108,39%,DISTRICT TOTAL,COUNTY,,,,,,,"(44.731944, -73.548883)"
000009,CLINTON,CLINTON,NORTHEASTERN NEW YORK,2010-2012,288,18.1%,304,19.1%,592,37.3%,ELEMENTARY,COUNTY,,,,,,,"(44.731944, -73.548883)"
000009,CLINTON,CLINTON,NORTHEASTERN NEW YORK,2010-2012,237,19.2%,275,22.3%,512,41.5%,MIDDLE/HIGH,COUNTY,,,,,,,"(44.731944, -73.548883)"
000010,COLUMBIA,COLUMBIA,NORTHEASTERN NEW YORK,2010-2012,431,17.9%,460,19.1%,891,37.1%,DISTRICT TOTAL,COUNTY,,,,,,,"(42.276913, -73.682168)"
000010,COLUMBIA,COLUMBIA,NORTHEASTERN NEW YORK,2010-2012,218,15.9%,258,18.9%,476,34.8%,ELEMENTARY,COUNTY,,,,,,,"(42.276913, -73.682168)"
000010,COLUMBIA,COLUMBIA,NORTHEASTERN NEW YORK,2010-2012,212,20.9%,189,18.7%,401,39.6%,MIDDLE/HIGH,COUNTY,,,,,,,"(42.276913, -73.682168)"
000011,CORTLAND,CORTLAND,CENTRAL NEW YORK,2010-2012,327,17%,343,17.8%,670,34.8%,DISTRICT TOTAL,COUNTY,,,,,,,"(42.597101, -76.143291)"
000011,CORTLAND,CORTLAND,CENTRAL NEW YORK,2010-2012,211,18.4%,188,16.4%,399,34.8%,ELEMENTARY,COUNTY,,,,,,,"(42.597101, -76.143291)"
000011,CORTLAND,CORTLAND,CENTRAL NEW YORK,2010-2012,125,16%,165,21.1%,290,37.1%,MIDDLE/HIGH,COUNTY,,,,,,,"(42.597101, -76.143291)"
000012,DELAWARE,DELAWARE,NORTHEASTERN NEW YORK,2010-2012,279,19.7%,315,22.2%,594,41.9%,DISTRICT TOTAL,COUNTY,,,,,,,"(42.242972, -74.997944)"
000012,DELAWARE,DELAWARE,NORTHEASTERN NEW YORK,2010-2012,180,17.9%,207,20.6%,387,38.5%,ELEMENTARY,COUNTY,,,,,,,"(42.242972, -74.997944)"
000012,DELAWARE,DELAWARE,NORTHEASTERN NEW YORK,2010-2012,136,18.6%,184,25.2%,320,43.8%,MIDDLE/HIGH,COUNTY,,,,,,,"(42.242972, -74.997944)"
000013,DUTCHESS,DUTCHESS,HUDSON VALLEY,2010-2012,1721,16.6%,1888,18.2%,3609,34.8%,DISTRICT TOTAL,COUNTY,,,,,,,"(41.686216, -73.840468)"
000013,DUTCHESS,DUTCHESS,HUDSON VALLEY,2010-2012,909,16.2%,961,17.1%,1870,33.3%,ELEMENTARY,COUNTY,,,,,,,"(41.686216, -73.840468)"
000013,DUTCHESS,DUTCHESS,HUDSON VALLEY,2010-2012,872,18.2%,924,19.3%,1796,37.4%,MIDDLE/HIGH,COUNTY,,,,,,,"(41.686216, -73.840468)"
000014,ERIE,ERIE,WESTERN NEW YORK,2010-2012,4648,15.3%,4983,16.4%,9631,31.7%,DISTRICT TOTAL,COUNTY,,,,,,,"(42.888143, -78.795544)"
000014,ERIE,ERIE,WESTERN NEW YORK,2010-2012,2653,14.5%,2913,15.9%,5566,30.4%,ELEMENTARY,COUNTY,,,,,,,"(42.888143, -78.795544)"
000014,ERIE,ERIE,WESTERN NEW YORK,2010-2012,2032,16.7%,2155,17.7%,4187,34.5%,MIDDLE/HIGH,COUNTY,,,,,,,"(42.888143, -78.795544)"
000015,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2010-2012,221,17.3%,240,18.8%,461,36%,DISTRICT TOTAL,COUNTY,,,,,,,"(44.166026, -73.685145)"
000015,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2010-2012,108,15.8%,125,18.3%,233,34.1%,ELEMENTARY,COUNTY,,,,,,,"(44.166026, -73.685145)"
000015,ESSEX,ESSEX,NORTHEASTERN NEW YORK,2010-2012,78,16.3%,89,18.6%,167,34.9%,MIDDLE/HIGH,COUNTY,,,,,,,"(44.166026, -73.685145)"
000016,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2010-2012,528,18.4%,638,22.3%,1166,40.7%,DISTRICT TOTAL,COUNTY,,,,,,,"(44.705699, -74.340621)"
000016,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2010-2012,314,18.3%,375,21.9%,689,40.2%,ELEMENTARY,COUNTY,,,,,,,"(44.705699, -74.340621)"
000016,FRANKLIN,FRANKLIN,NORTHEASTERN NEW YORK,2010-2012,211,18.8%,252,22.5%,463,41.3%,MIDDLE/HIGH,COUNTY,,,,,,,"(44.705699, -74.340621)"
000017,FULTON,FULTON,NORTHEASTERN NEW YORK,2010-2012,230,14.4%,308,19.3%,538,33.8%,DISTRICT TOTAL,COUNTY,,,,,,,"(43.06014, -74.331296)"
000017,FULTON,FULTON,NORTHEASTERN NEW YORK,2010-2012,159,14.4%,186,16.9%,345,31.3%,ELEMENTARY,COUNTY,,,,,,,"(43.06014, -74.331296)"
000017,FULTON,FULTON,NORTHEASTERN NEW YORK,2010-2012,61,13%,112,23.9%,173,37%,MIDDLE/HIGH,COUNTY,,,,,,,"(43.06014, -74.331296)"
000018,GENESEE,GENESEE,WESTERN NEW YORK,2010-2012,464,15.9%,604,20.7%,1068,36.6%,DISTRICT TOTAL,COUNTY,,,,,,,"(43.000121, -78.172679)"
000018,GENESEE,GENESEE,WESTERN NEW YORK,2010-2012,287,15.6%,357,19.4%,644,35.1%,ELEMENTARY,COUNTY,,,,,,,"(43.000121, -78.172679)"
000018,GENESEE,GENESEE,WESTERN NEW YORK,2010-2012,176,16.1%,254,23.3%,430,39.4%,MIDDLE/HIGH,COUNTY,,,,,,,"(43.000121, -78.172679)"
000019,GREENE,GREENE,NORTHEASTERN NEW YORK,2010-2012,369,16.8%,449,20.4%,818,37.2%,DISTRICT TOTAL,COUNTY,,,,,,,"(42.298326, -73.973376)"
000019,GREENE,GREENE,NORTHEASTERN NEW YORK,2010-2012,220,16.7%,253,19.3%,473,36%,ELEMENTARY,COUNTY,,,,,,,"(42.298326, -73.973376)"
000019,GREENE,GREENE,NORTHEASTERN NEW YORK,2010-2012,147,16.7%,212,24%,359,40.7%,MIDDLE/HIGH,COUNTY,,,,,,,"(42.298326, -73.973376)"
000020,HAMILTON,HAMILTON,NORTHEASTERN NEW YORK,2010-2012,7,7.2%,11,11.3%,18,18.6%,DISTRICT TOTAL,COUNTY,,,,,,,"(43.618468, -74.395268)"
000020,HAMILTON,HAMILTON,NORTHEASTERN NEW YORK,2010-2012,,,5,13.2%,5,13.2%,ELEMENTARY,COUNTY,,,,,,,"(43.618468, -74.395268)"
000020,HAMILTON,HAMILTON,NORTHEASTERN NEW YORK,2010-2012,,,,,,,MIDDLE/HIGH,COUNTY,,,,,,,"(43.618468, -74.395268)"
000021,HERKIMER,HERKIMER,CENTRAL NEW YORK,2010-2012,683,18.4%,666,17.9%,1349,36.3%,DISTRICT TOTAL,COUNTY,,,,,,,"(43.070026, -74.994246)"
000021,HERKIMER,HERKIMER,CENTRAL NEW YORK,2010-2012,293,16.8%,380,21.8%,673,38.6%,ELEMENTARY,COUNTY,,,,,,,"(43.070026, -74.994246)"
000021,HERKIMER,HERKIMER,CENTRAL NEW YORK,2010-2012,276,21.4%,249,19.3%,525,40.7%,MIDDLE/HIGH,COUNTY,,,,,,,"(43.070026, -74.994246)"
000022,JEFFERSON,JEFFERSON,CENTRAL NEW YORK,2010-2012,1060,19.3%,1052,19.2%,2112,38.4%,DISTRICT TOTAL,COUNTY,,,,,,,"(44.019295, -75.898971)"
000022,JEFFERSON,JEFFERSON,CENTRAL NEW YORK,2010-2012,548,16.7%,549,16.7%,1097,33.4%,ELEMENTARY,COUNTY,,,,,,,"(44.019295, -75.898971)"
000022,JEFFERSON,JEFFERSON,CENTRAL NEW YORK,2010-2012,463,20.9%,550,24.9%,1013,45.8%,MIDDLE/HIGH,COUNTY,,,,,,,"(44.019295, -75.898971)"
000023,LEWIS,LEWIS,CENTRAL NEW YORK,2010-2012,296,19.1%,291,18.7%,587,37.8%,DISTRICT TOTAL,COUNTY,,,,,,,"(43.785537, -75.446296)"
000023,LEWIS,LEWIS,CENTRAL NEW YORK,2010-2012,180,18.6%,154,15.9%,334,34.6%,ELEMENTARY,COUNTY,,,,,,,"(43.785537, -75.446296)"
000023,LEWIS,LEWIS,CENTRAL NEW YORK,2010-2012,112,19.6%,129,22.6%,241,42.1%,MIDDLE/HIGH,COUNTY,,,,,,,"(43.785537, -75.446296)"
000024,LIVINGSTON,LIVINGSTON,FINGER LAKES,2010-2012,422,15.8%,506,18.9%,928,34.7%,DISTRICT TOTAL,COUNTY,,,,,,,"(42.763754, -77.765392)"
000024,LIVINGSTON,LIVINGSTON,FINGER LAKES,2010-2012,224,14.6%,270,17.6%,494,32.3%,ELEMENTARY,COUNTY,,,,,,,"(42.763754, -77.765392)"
000024,LIVINGSTON,LIVINGSTON,FINGER LAKES,2010-2012,186,16.9%,232,21.1%,418,37.9%,MIDDLE/HIGH,COUNTY,,,,,,,"(42.763754, -77.765392)"
000025,MADISON,MADISON,CENTRAL NEW YORK,2010-2012,638,17.6%,723,19.9%,1361,37.5%,DISTRICT TOTAL,COUNTY,,,,,,,"(42.986917, -75.720031)"
000025,MADISON,MADISON,CENTRAL NEW YORK,2010-2012,331,16.7%,357,18.1%,688,34.8%,ELEMENTARY,COUNTY,,,,,,,"(42.986917, -75.720031)"
000025,MADISON,MADISON,CENTRAL NEW YORK,2010-2012,251,19.1%,272,20.7%,523,39.8%,MIDDLE/HIGH,COUNTY,,,,,,,"(42.986917, -75.720031)"
000026,MONROE,MONROE,FINGER LAKES,2010-2012,4987,15.9%,5513,17.6%,10500,33.4%,DISTRICT TOTAL,COUNTY,,,,,,,"(43.161748, -77.620143)"
000026,MONROE,MONROE,FINGER LAKES,2010-2012,2775,15.5%,2936,16.4%,5711,32%,ELEMENTARY,COUNTY,,,,,,,"(43.161748, -77.620143)"
000026,MONROE,MONROE,FINGER LAKES,2010-2012,2262,16.4%,2627,19%,4889,35.3%,MIDDLE/HIGH,COUNTY,,,,,,,"(43.161748, -77.620143)"
000027,MONTGOMERY,MONTGOMERY,NORTHEASTERN NEW YORK,2010-2012,368,14.9%,334,13.5%,702,28.3%,DISTRICT TOTAL,COUNTY,,,,,,,"(42.933637, -74.341972)"
000027,MONTGOMERY,MONTGOMERY,NORTHEASTERN NEW YORK,2010-2012,272,17.3%,227,14.5%,499,31.8%,ELEMENTARY,COUNTY,,,,,,,"(42.933637, -74.341972)"
000027,MONTGOMERY,MONTGOMERY,NORTHEASTERN NEW YORK,2010-2012,67,8.4%,93,11.6%,160,20%,MIDDLE/HIGH,COUNTY,,,,,,,"(42.933637, -74.341972)"
000028,NASSAU,NASSAU,NASSAU-SUFFOLK,2010-2012,9359,15.5%,9616,16%,18975,31.5%,DISTRICT TOTAL,COUNTY,,,,,,,"(40.715749, -73.601185)"
000028,NASSAU,NASSAU,NASSAU-SUFFOLK,2010-2012,5363,15.3%,5747,16.4%,11110,31.7%,ELEMENTARY,COUNTY,,,,,,,"(40.715749, -73.601185)"
000028,NASSAU,NASSAU,NASSAU-SUFFOLK,2010-2012,3968,15.8%,3848,15.3%,7816,31.2%,MIDDLE/HIGH,COUNTY,,,,,,,"(40.715749, -73.601185)"
000040,NIAGARA,NIAGARA,WESTERN NEW YORK,2010-2012,1687,14.9%,2334,20.6%,4021,35.4%,DISTRICT TOTAL,COUNTY,,,,,,,"(43.134634, -78.856419)"
000040,NIAGARA,NIAGARA,WESTERN NEW YORK,2010-2012,1020,14.5%,1359,19.3%,2379,33.9%,ELEMENTARY,COUNTY,,,,,,,"(43.134634, -78.856419)"
000040,NIAGARA,NIAGARA,WESTERN NEW YORK,2010-2012,769,17.6%,969,22.2%,1738,39.8%,MIDDLE/HIGH,COUNTY,,,,,,,"(43.134634, -78.856419)"
000041,ONEIDA,ONEIDA,CENTRAL NEW YORK,2010-2012,1671,16.8%,1964,19.7%,3635,36.5%,DISTRICT TOTAL,COUNTY,,,,,,,"(43.149482, -75.361773)"
000041,ONEIDA,ONEIDA,CENTRAL NEW YORK,2010-2012,1058,16.7%,1238,19.6%,2296,36.3%,ELEMENTARY,COUNTY,,,,,,,"(43.149482, -75.361773)"
000041,ONEIDA,ONEIDA,CENTRAL NEW YORK,2010-2012,611,16.8%,768,21.1%,1379,38%,MIDDLE/HIGH,COUNTY,,,,,,,"(43.149482, -75.361773)"
000042,ONONDAGA,ONONDAGA,CENTRAL NEW YORK,2010-2012,3300,15.9%,3336,16.1%,6636,32.1%,DISTRICT TOTAL,COUNTY,,,,,,,"(43.065629, -76.168033)"
000042,ONONDAGA,ONONDAGA,CENTRAL NEW YORK,2010-2012,2139,16.6%,2012,15.6%,4151,32.3%,ELEMENTARY,COUNTY,,,,,,,"(43.065629, -76.168033)"
000042,ONONDAGA,ONONDAGA,CENTRAL NEW YORK,2010-2012,1254,15.9%,1312,16.7%,2566,32.6%,MIDDLE/HIGH,COUNTY,,,,,,,"(43.065629, -76.168033)"
000043,ONTARIO,ONTARIO,FINGER LAKES,2010-2012,894,16.7%,865,16.1%,1759,32.8%,DISTRICT TOTAL,COUNTY,,,,,,,"(42.894571, -77.252045)"
000043,ONTARIO,ONTARIO,FINGER LAKES,2010-2012,504,16.1%,451,14.4%,955,30.6%,ELEMENTARY,COUNTY,,,,,,,"(42.894571, -77.252045)"
000043,ONTARIO,ONTARIO,FINGER LAKES,2010-2012,382,17.3%,404,18.3%,786,35.5%,MIDDLE/HIGH,COUNTY,,,,,,,"(42.894571, -77.252045)"
000044,ORANGE,ORANGE,HUDSON VALLEY,2010-2012,2178,16.1%,2364,17.5%,4542,33.7%,DISTRICT TOTAL,COUNTY,,,,,,,"(41.422459, -74.241929)"
000044,ORANGE,ORANGE,HUDSON VALLEY,2010-2012,1232,15.4%,1340,16.8%,2572,32.2%,ELEMENTARY,COUNTY,,,,,,,"(41.422459, -74.241929)"
000044,ORANGE,ORANGE,HUDSON VALLEY,2010-2012,933,16.8%,1036,18.6%,1969,35.4%,MIDDLE/HIGH,COUNTY,,,,,,,"(41.422459, -74.241929)"
000045,ORLEANS,ORLEANS,WESTERN NEW YORK,2010-2012,386,17%,491,21.7%,877,38.7%,DISTRICT TOTAL,COUNTY,,,,,,,"(43.248394, -78.218438)"
000045,ORLEANS,ORLEANS,WESTERN NEW YORK,2010-2012,226,16.9%,291,21.7%,517,38.6%,ELEMENTARY,COUNTY,,,,,,,"(43.248394, -78.218438)"
000045,ORLEANS,ORLEANS,WESTERN NEW YORK,2010-2012,160,17.6%,200,22%,360,39.6%,MIDDLE/HIGH,COUNTY,,,,,,,"(43.248394, -78.218438)"
000046,OSWEGO,OSWEGO,CENTRAL NEW YORK,2010-2012,1149,17.4%,1580,24%,2729,41.4%,DISTRICT TOTAL,COUNTY,,,,,,,"(43.39123, -76.31133)"
000046,OSWEGO,OSWEGO,CENTRAL NEW YORK,2010-2012,679,17.1%,968,24.3%,1647,41.4%,ELEMENTARY,COUNTY,,,,,,,"(43.39123, -76.31133)"
000046,OSWEGO,OSWEGO,CENTRAL NEW YORK,2010-2012,470,18.2%,612,23.6%,1082,41.8%,MIDDLE/HIGH,COUNTY,,,,,,,"(43.39123, -76.31133)"
000047,OTSEGO,OTSEGO,NORTHEASTERN NEW YORK,2010-2012,396,15.4%,421,16.4%,817,31.8%,DISTRICT TOTAL,COUNTY,,,,,,,"(42.564852, -75.060334)"
000047,OTSEGO,OTSEGO,NORTHEASTERN NEW YORK,2010-2012,216,14.5%,236,15.9%,452,30.4%,ELEMENTARY,COUNTY,,,,,,,"(42.564852, -75.060334)"
000047,OTSEGO,OTSEGO,NORTHEASTERN NEW YORK,2010-2012,165,15.8%,167,16%,332,31.7%,MIDDLE/HIGH,COUNTY,,,,,,,"(42.564852, -75.060334)"
000048,PUTNAM,PUTNAM,HUDSON VALLEY,2010-2012,703,14.8%,817,17.2%,1520,32%,DISTRICT TOTAL,COUNTY,,,,,,,"(41.41131, -73.717443)"
000048,PUTNAM,PUTNAM,HUDSON VALLEY,2010-2012,374,14.8%,438,17.3%,812,32.1%,ELEMENTARY,COUNTY,,,,,,,"(41.41131, -73.717443)"
000048,PUTNAM,PUTNAM,HUDSON VALLEY,2010-2012,327,14.8%,379,17.2%,706,32%,MIDDLE/HIGH,COUNTY,,,,,,,"(41.41131, -73.717443)"
000049,RENSSELAER,RENSSELAER,NORTHEASTERN NEW YORK,2010-2012,990,16.5%,1041,17.4%,2031,33.9%,DISTRICT TOTAL,COUNTY,,,,,,,"(42.70098, -73.628669)"
000049,RENSSELAER,RENSSELAER,NORTHEASTERN NEW YORK,2010-2012,553,17.1%,508,15.7%,1061,32.8%,ELEMENTARY,COUNTY,,,,,,,"(42.70098, -73.628669)"
000049,RENSSELAER,RENSSELAER,NORTHEASTERN NEW YORK,2010-2012,426,15.9%,515,19.2%,941,35.1%,MIDDLE/HIGH,COUNTY,,,,,,,"(42.70098, -73.628669)"
000050,ROCKLAND,ROCKLAND,HUDSON VALLEY,2010-2012,1854,16.5%,1906,16.9%,3760,33.4%,DISTRICT TOTAL,COUNTY,,,,,,,"(41.127287, -74.017033)"
000050,ROCKLAND,ROCKLAND,HUDSON VALLEY,2010-2012,930,14.8%,1143,18.1%,2073,32.9%,ELEMENTARY,COUNTY,,,,,,,"(41.127287, -74.017033)"
000050,ROCKLAND,ROCKLAND,HUDSON VALLEY,2010-2012,924,19.1%,763,15.8%,1687,34.8%,MIDDLE/HIGH,COUNTY,,,,,,,"(41.127287, -74.017033)"
000051,ST. LAWRENCE,ST. LAWRENCE,CENTRAL NEW YORK,2010-2012,1027,18.5%,1351,24.4%,2378,42.9%,DISTRICT TOTAL,COUNTY,,,,,,,"(44.689468, -75.242045)"
000051,ST. LAWRENCE,ST. LAWRENCE,CENTRAL NEW YORK,2010-2012,642,18.4%,766,22%,1408,40.4%,ELEMENTARY,COUNTY,,,,,,,"(44.689468, -75.242045)"
000051,ST. LAWRENCE,ST. LAWRENCE,CENTRAL NEW YORK,2010-2012,374,19%,548,27.8%,922,46.8%,MIDDLE/HIGH,COUNTY,,,,,,,"(44.689468, -75.242045)"
000052,SARATOGA,SARATOGA,NORTHEASTERN NEW YORK,2010-2012,1363,15.6%,1239,14.2%,2602,29.8%,DISTRICT TOTAL,COUNTY,,,,,,,"(43.00894, -73.786779)"
000052,SARATOGA,SARATOGA,NORTHEASTERN NEW YORK,2010-2012,773,15.1%,634,12.4%,1407,27.6%,ELEMENTARY,COUNTY,,,,,,,"(43.00894, -73.786779)"
000052,SARATOGA,SARATOGA,NORTHEASTERN NEW YORK,2010-2012,609,16.6%,605,16.5%,1214,33.1%,MIDDLE/HIGH,COUNTY,,,,,,,"(43.00894, -73.786779)"
000053,SCHENECTADY,SCHENECTADY,NORTHEASTERN NEW YORK,2010-2012,1015,15.6%,1275,19.5%,2290,35.1%,DISTRICT TOTAL,COUNTY,,,,,,,"(42.809233, -73.946838)"
000053,SCHENECTADY,SCHENECTADY,NORTHEASTERN NEW YORK,2010-2012,613,14.8%,764,18.4%,1377,33.3%,ELEMENTARY,COUNTY,,,,,,,"(42.809233, -73.946838)"
000053,SCHENECTADY,SCHENECTADY,NORTHEASTERN NEW YORK,2010-2012,402,16.9%,511,21.5%,913,38.4%,MIDDLE/HIGH,COUNTY,,,,,,,"(42.809233, -73.946838)"
000054,SCHOHARIE,SCHOHARIE,NORTHEASTERN NEW YORK,2010-2012,202,14.3%,286,20.2%,488,34.5%,DISTRICT TOTAL,COUNTY,,,,,,,"(42.643426, -74.434606)"
000054,SCHOHARIE,SCHOHARIE,NORTHEASTERN NEW YORK,2010-2012,92,12.3%,164,22%,256,34.3%,ELEMENTARY,COUNTY,,,,,,,"(42.643426, -74.434606)"
000054,SCHOHARIE,SCHOHARIE,NORTHEASTERN NEW YORK,2010-2012,88,14%,117,18.6%,205,32.5%,MIDDLE/HIGH,COUNTY,,,,,,,"(42.643426, -74.434606)"
000055,SCHUYLER,SCHUYLER,FINGER LAKES,2010-2012,85,17.7%,107,22.3%,192,40.1%,DISTRICT TOTAL,COUNTY,,,,,,,"(42.38593, -76.872032)"
000055,SCHUYLER,SCHUYLER,FINGER LAKES,2010-2012,35,15.4%,50,21.9%,85,37.3%,ELEMENTARY,COUNTY,,,,,,,"(42.38593, -76.872032)"
000055,SCHUYLER,SCHUYLER,FINGER LAKES,2010-2012,50,19.2%,67,25.7%,117,44.8%,MIDDLE/HIGH,COUNTY,,,,,,,"(42.38593, -76.872032)"
000056,SENECA,SENECA,FINGER LAKES,2010-2012,258,17.4%,330,22.3%,588,39.6%,DISTRICT TOTAL,COUNTY,,,,,,,"(42.833627, -76.82753)"
000056,SENECA,SENECA,FINGER LAKES,2010-2012,144,16.2%,177,19.9%,321,36.1%,ELEMENTARY,COUNTY,,,,,,,"(42.833627, -76.82753)"
000056,SENECA,SENECA,FINGER LAKES,2010-2012,114,19.3%,153,25.9%,267,45.2%,MIDDLE/HIGH,COUNTY,,,,,,,"(42.833627, -76.82753)"
000057,STEUBEN,STEUBEN,FINGER LAKES,2010-2012,660,15.6%,807,19.1%,1467,34.8%,DISTRICT TOTAL,COUNTY,,,,,,,"(42.270053, -77.324618)"
000057,STEUBEN,STEUBEN,FINGER LAKES,2010-2012,485,16%,539,17.8%,1024,33.8%,ELEMENTARY,COUNTY,,,,,,,"(42.270053, -77.324618)"
000057,STEUBEN,STEUBEN,FINGER LAKES,2010-2012,276,15.9%,375,21.6%,651,37.5%,MIDDLE/HIGH,COUNTY,,,,,,,"(42.270053, -77.324618)"
000058,SUFFOLK,SUFFOLK,NASSAU-SUFFOLK,2010-2012,13113,16.5%,13933,17.5%,27046,34.1%,DISTRICT TOTAL,COUNTY,,,,,,,"(40.820237, -73.119032)"
000058,SUFFOLK,SUFFOLK,NASSAU-SUFFOLK,2010-2012,7659,16.2%,8532,18%,16191,34.2%,ELEMENTARY,COUNTY,,,,,,,"(40.820237, -73.119032)"
000058,SUFFOLK,SUFFOLK,NASSAU-SUFFOLK,2010-2012,5406,16.9%,5352,16.8%,10758,33.7%,MIDDLE/HIGH,COUNTY,,,,,,,"(40.820237, -73.119032)"
000059,SULLIVAN,SULLIVAN,HUDSON VALLEY,2010-2012,577,19.5%,659,22.2%,1236,41.7%,DISTRICT TOTAL,COUNTY,,,,,,,"(41.705166, -74.711705)"
000059,SULLIVAN,SULLIVAN,HUDSON VALLEY,2010-2012,315,17.5%,399,22.1%,714,39.6%,ELEMENTARY,COUNTY,,,,,,,"(41.705166, -74.711705)"
000059,SULLIVAN,SULLIVAN,HUDSON VALLEY,2010-2012,225,19.7%,258,22.6%,483,42.2%,MIDDLE/HIGH,COUNTY,,,,,,,"(41.705166, -74.711705)"
000060,TIOGA,TIOGA,NEW YORK - PENN,2010-2012,330,15.2%,392,18.1%,722,33.4%,DISTRICT TOTAL,COUNTY,,,,,,,"(42.120252, -76.29595)"
000060,TIOGA,TIOGA,NEW YORK - PENN,2010-2012,194,15.4%,214,17%,408,32.4%,ELEMENTARY,COUNTY,,,,,,,"(42.120252, -76.29595)"
000060,TIOGA,TIOGA,NEW YORK - PENN,2010-2012,136,15.4%,170,19.2%,306,34.6%,MIDDLE/HIGH,COUNTY,,,,,,,"(42.120252, -76.29595)"
000061,TOMPKINS,TOMPKINS,CENTRAL NEW YORK,2010-2012,445,14.7%,525,17.3%,970,32%,DISTRICT TOTAL,COUNTY,,,,,,,"(42.461024, -76.478784)"
